id,text,subject,category
874,здравствуйте уважаемый редакция мы направляли вам научную статью исследование работы однофазного синхронного вибрационного микрогенератора источника бесперебойного электроснабжения автономных объектов для публикации в вашем журнале «вестник вгу серия системный анализ и информационные технологиив марте сообщите пожалуйста принята ли статья к публикации и когда можно ждать ее издание заранее благодарим вас с уважением каунг мьят хту кафедра по и аис курский государственный университет ,научная статья из курска ,
876,уважаемая редакция журнала саит высылаю вам оформленную по шаблону повторную версию рецензии на статью воловача в и артюшенко в м обнаружение сигналов со случайным моментом появления после ее переработки с уважением ю с радченко ,рецензия,
878,здравствуйте вероника викторовна сентября сего года я отсылал вам для рассмотрения свою статью под названием проблема определения смысла текста интеллектуальными системами не могли бы вы сообщить мне о ее получении с ув одинцов б е ,сообшение ,
877,здравствуйте отправляли вам материал для рассмотрения возможности публикации хотелось бы узнать статус работы с уважением авторы жуков основина vestnik vsu cs it cs vsu ru уважаемые авторы материалы статьи поручены редакцией и переданы на рецензирование отв секретарь журнала гаршина в в on thu may пётр жуков zhukov petr yandex ru wrote здравствуйте уважаемая редакция отправляем вам в приложенном файле материал для рассмотрения возможности опубликования очень надеемся на плодотворное и позитивное сотрудничество контактные телефоны ольга основина пётр жуков , статья жуков основина,
879,добрый день уважаемая редакция меня зовут виктор попов и я являюсь большим фанатом и активным читателем журнала «вестник вгу серия системный анализ и информационные технологии» этот журнал позволяет мне постоянно развиваться в инженерной области и оставаться на передовом крае своей профессии мне очень хочется помочь журналу и дальше процеветать и поэтому я бы с радостью согласился бесплатно проводить рецензии рукописей немного о себе окончил мгту им баумана с красным дипломом робототехнические системы и мехатроника и магистратуру корнеллского университета по компьютерным наукам имею патенты на свои изобретения “ the apparatus program system and associated method of contactless capture of flat objects mainly due to the local aerodynamic effect ” us provisional pat ser no аппарат программа система и ассоциированный метод бесконтактного захвата преимущественно за счет локального аэродинамического эффекта “ the apparatus program system and associated method of generating micro foam mainly due to the local aerodynamic effect ” us provisional pat ser no аппарат программа система и ассоциированный метод генерации микропены преимущественно за счет локального аэродинамического эффекта также есть опубликованные книги попов в в “ умная робототехника применительно к аэродинамическим захватам” lambert academic publishing isbn попов в в “аэродинамическая генерация пены с элементами нейросетевого управления” lambert academic publishing isbn помимо этого имеется множество научных публикаций и выступлений на конференциях могу выслать подробный документ с перечислением их всех являюсь советником российской академии естествознания и нахожусь на этапе рассмотрения в национальной палате инженеров я уверен что моих компетенций в инженерном деле хватит чтобы справляться с задачей рецензирования рукописей а сэкономленные на мне средства пойдут на дальнейшее развитие журнала пожалуйста напишите мне что вы думаете по этому поводу если вам нужны какие либо документы подтверждающие изложенное выше – я с большим удовольствием их предоставлю с уважением попов виктор ,волонтер рецензент,
882, уважаемая редакция просьба сообщить принята ли статья перспективы применения и оценка качества сервисов централизованной оптической архитектуры послана февраля и какие к ней замечания с уважением авторы татьяна аббасова , запрос о публикации статьи,
883,здравствуйте редакция журнала вестник вгу саит июля мы высылали на рецензирование свою статью применение методов ограниченной кластеризации для исследования техногенной сейсмичности зуенко а а фридман о в журавлева о г сообщите пожалуйста на каком этапе рассмотрения находится наша работа с уважением зуенко а а к т н в н с институт информатики и математического моделирования фиц кольский нц ран ,публикация,
895,поправил змечания махортова с д best regards nikolay samoylov ,самойлов статья,
901, здравствуйте вероника викторовна посылаю вам версии статей в формате doc со скорректированными формулами и их элементами выполненными в equation у меня есть опасения что какие то элементы я сделал с помощью редактора с избыточностью но это от непонимания с уважением александр горин,версии статей со скорректированными формулами,
884,уважаемая редакция просим проинформировать о статусе статьи значения некоторых частотных характеристик англоязычных текстов за авторством котова ю а и саниной о в отправленной в ваш журнал с уважением котов юрий алексеевич к ф м н доцент доцент кафедры защиты информации новосибирский государственный технический университет kotov corp nstu ru санина ольга валерьевна ответственный автор магистрант года кафедры вычислительной техники новосибирский государственный технический университет lyalysa gmail com , представление статьи,
922,вероника доброе утро высылаю свою статью для третьего номера ,от леденевой статья,
890,сычев с уважением а сирота vestnik vsu пишет александр анатольевич статья количественный подход к оценке влияния литературных произведений с использованием теории графов в а ковун и л каширина нужно назначить рецензента если что то этой темой занимается сычев и я с магистрами исследовала социальные графы с исп этих метрик на питоне с уважением гаршина в в , назначение рецензента,
891,уважаемый коллега хотим проинформировать вас что срок подачи докладов и оргвзносов перенесены с сентября на октября для участия в конференции необходимо через сайт конференции подать доклад прикрепить скан копию об оплате оргвзноса и заполнить регистрационную форму http www amm vsu ru conf index php page reg предварительная заявка на конференцию не требуется обратите внимание на правила оформления докладов http www amm vsu ru conf index php page pravilaofor способы оплаты оргвзноса представлены на сайте http www amm vsu ru conf index php page pravilaupla все принятые статьи будут опубликованы в электронном сборнике научных трудов конференции и проиндексированы в ринц электронному сборнику научных трудов будет присвоен международный книжный номер isbn напоминаем что поступившие в программный комитет тексты докладов будут проходить отбор для опубликования в иностранном научном журнале индексируемом в web of science и или scopus в случае получения рекомендации к опубликованию вам будет отправлено уведомление важно для публикации статьи в данных изданиях необходимо очное участие в конференции более подробную информацию можно получить на сайте конференции http www amm vsu ru conf index php или у оргкомитета amcsmconf amm vsu ru с уважением оргкомитет ,конференция аппмим ,
893, добрый день возможна ли публикация научной обзорной статьи в вашем журнале в течение примерно месяцев при этом обязательным условием является публикация с бесплатным доступом читателей название первой статьи анализ вопросов социально экономической эффективности использования пассажирского транспорта в настоящее время статья дорабатывается есть аннотация название второй статьи анализ вопросов создания интеллектуальных систем транспортного обслуживания пассажиров нужно опубликовать хотя бы одну статью подходят под тематику вашего журнала если не возможна публикация статьи в срок мес то хотя бы получение справки о том что статья получена и будет впоследствии опубликована все необходимые требования замечания полученные в процессе рецензирования обязуемся принимать и статью дорабатывать с уважением александр гринченко к т н доцент кафедры управления автотранспортом липецкий государственный технический университет,публикация в журнале,
908, с уважением митрофанова е ю ,статья сирота митрофанова милованова вгу,
898,вероника викторовна здравствуйте вот некоторые соображения по статье которые м б подойдут для краткой рецензии работа носит исследовательский характер и посвящена актуальному направлению в области компьютерного зрения исследованию и разработке специализированных алгоритмов позволяющих осуществлять поиск и классификацию объектов на изображениях и видео в качестве базовых алгоритмов поиска объектов авторы рассматривают обучаемые алгоритмы основанные на использовании rcnn fast rcnn и faster rcnn моделей авторы приводят результаты тестирования алгоритмов на наборах данных voc и coco в части оценки скорости и точности детектирования объектов в качестве замечаний не снижающих общий уровень работы которые можно было бы рекомендовать учесть в дальнейших исследованиях можно отметить следующие для полноты исследований помимо рассмотренных алгоритмов rcnn fast rcnn faster rcnn хотелось бы видеть результаты тестирования сбалансированных по скорости работы и точности классификации алгоритмов детектирования объектов yolo и ssd в разделе результаты исследований и их обсуждение не полностью описаны условия проведения экспериментов в частности не приводятся данные по размерам самих детектируемых объектов на практике размеры объектов интереса существенно влияют на точность распознавания различными алгоритмами поэтому при варьирующихся размерах объектов в обучающих выборках в таблицах можно говорить об усредненных значениях точности распознавания основываясь на результатах проведенных исследований в выводах по работе следовало бы дать более четкие рекомендации относительно практического применения рассмотренных моделей каждого класса среда сентября от vestnik vsu cs it cs vsu ru миша просьба сделать рецензию на статью анализ алгоритмов поиска объектов на изображениях с использованием различных модификаций сверточных нейронных сетей а а сирота е ю митрофанова а и милованова с уважением гаршина в в с уважением дрюченко михаил , на рецензирование,
899,на счет необходимости замечаний в рецензии не уверен среда сентября от vestnik vsu cs it cs vsu ru миша просьба сделать рецензию на статью анализ алгоритмов поиска объектов на изображениях с использованием различных модификаций сверточных нейронных сетей а а сирота е ю митрофанова а и милованова с уважением гаршина в в с уважением дрюченко михаил , на рецензирование,
905, открыть письмо в браузере https mailchi mp neicon ru qninkbhd e cc https neicon ru уважаемые коллеги приглашаем присоединиться к вебинару «знакомство с услугами и сервисами для авторов и издателей компании charlesworth» который состоится октября года компания charlesworth является европейским лидером в области услуг для авторов и издателей научной периодики основное направление деятельности – редактирование научных статей на английском языке специализации с которыми работает charlesworth медицинские науки науки о жизни технические науки гуманитарные социальные и экономические науки charlesworth отличает высокое качество работ с рукописями работают носители языка гарантированно имеющие опыт работы и научную степень в соответствующей предметной области работа с текстом включает не только внесение правок но и предложения по улучшению статьи для соответствия замечаниям редакторов и рецензентов выбранного автором журнала и региона публикации совместная работа автора и редактора позволяет подготовить максимально читаемый и понятный текст и убедиться что статья будет понятна иностранным редакторам и читателям компания выдает сертификат подтверждающий что статья была отредактирована специалистами charlesworth компания является членом cope подробная информация о сервисах charlresworth www cwauthors com https www cwauthors com эксклюзивный представитель в россии – нэикон вебинар проводит dr gareth dyke – руководитель направления обучения charlesworth на вебинаре будут подробно рассмотрены принципы и механизмы работы компании с авторами и издателями дата проведения вебинара октября года – время московское регистрация на вебинар открыта http b vr mirapolis ru mira s ktvaeq нэикон заключил партнерское соглашение с charlesworth консорциум нэикон заключил эксклюзивное партнерское соглашение с компанией charlesworth при заключении договора через нэикон стоимость всех услуг будет ниже на скачать в виде файл научные области с которыми работает charlesworth https www cwauthors com file download filesystem mainfilesystem path cms cauthor services subject areas a pdf вы всегда можете задать вопросы об использовании сервисов обращайтесь пожалуйста в дирекцию партнерских программ нэикон tel mmi elpub ru mailto mmi elpub ru издательские услуги нэикон нэикон оказывает научным журналам весь комплекс услуг по предпечатной подготовке печати и распространению научных журналов мы делаем верстку pdf и html техническое редактирование корректуру литературное редактирование отрисовку переводы печать рассылку отправку выпусков в ринц регистрацию doi и многое другое в портфеле издательства нэикон на настоящий момент журналов чтобы получить более подробную информацию об издательских услугах нэикон свяжитесь с максимом митрофановым mmi elpub ru copyright © нэикон все права защищены данное письмо не требует ответа по всем возникающим вопросам обращайтесь к контактному лицу указанному выше чтобы изменить настройки подписки воспользуйтесь одной из ссылок изменить настройки подписки https neicon us list manage com profile u cfbada id aaefafa e cc или отписаться от рассылки https neicon us list manage com unsubscribe u cfbada id aaefafa e cc c eddbd ,вебинар научное редактирование на английском с charlesworth для авторов и издателей,
904,глубокоуважаемый дмитрий александрович прошу рассмотреть возможность публикации приложенной статьи аспирантов в случае вашего положительного ответа статья будет оперативно отформатирована согласно требованиям журнала и дополнена необходимыми сопроводительными документами с уважением ронжин а л , спииран статья аспирантов,
907, открыть письмо в браузере https mailchi mp neicon ru qninkbhd e cc https neicon ru уважаемые коллеги приглашаем вас принять участие в серии вебинаров посвященных работе с научными журналами спикеры признанные эксперты отрасли расскажут о рецензировании соблюдении этических стандартов критериях оценки журналов в мнбд соблюдении международных издательских стандартов и работе с текстами статей и политик на английском языке вебинары будут проводиться в сентябре и октябре участие бесплатное критерии оценки научных журналов в мнбд методы оценки научных журналов в scopus сентября в последние несколько лет особенно актуализировался вопрос включения российских журналов в международные индексы научного цитирования что отвечает стратегической задаче расширения российского присутствия в мнбд и в частности в scopus несмотря на то что критерии отбора источников для индексации в scopus широко известны научным издателям и редакторам с усложняющейся системой мониторинга качества контента некоторые аспекты отбора и индексации все еще вызывают вопросы и требуют пояснения в ходе вебинара будут освещeны расширенные критерии оценки журналов в scopus особенности заполнения формы самооценки www readyforscopus com http www readyforscopus com и системы мониторинга качества уже индексируемых журналов в scopus спикер галина петровна якшонок консультант по аналитическим сервисам elsevier s t в россии республике беларусь регистрация на вебинар открыта http b vr mirapolis ru mira s fvsqpk критерии оценки научных журналов в мнбд новое в системе оценки научных журналов и инструментов web of science международные издательские стандарты октября на вебинаре будут обсуждаться обновленные критерии отбора журналов web of science возможности работы с платформой publons для рецензентов и редакций журналов а также современные инструменты для редакций журналов и научных организаций которые способствуют интеграции научных журналов в международное издательское пространство первая часть вебинара будет посвящена критериям и процедуре отбора научных журналов для web of science каковы возможности и препятствия для создания современного международного научного журнала в россии каковы шансы на попадание российских журналов в ведущие базы данных международных научных изданий какими информационными инструментами могут пользоваться издатели и редакторы научных журналов будут рассмотрены вопросы новая система критериев отбора научных журналов для ключевой базы данных web of science core collection процедура отбора журналов в web of science core collection обзор показателей цитируемости научных журналов отчет по цитируемости научных журналов journal citation reports за год где найти зарубежных рецензентов – международная база данных рецензентов научных публикаций publons база данных ведущих научных журналов на русском языке russian science citation index спикер валентин григорьевич богоров руководитель отдела образовательных программ clarivate analytics вторая часть вебинара будет посвящена интеграции в международное издательское пространство с помощью общедоступных технологий и сервисов на ней будет дано представление о преимуществах использования уже существующих сервисов призванных интегрировать журнал в международное издательское пространство таких как журнальная платформа цифровые идентификаторы репозиторий научной организации опишет их основные обязательные характеристики и расскажет как сервисы снимают имеющиеся сложности спикер максим игоревич митрофанов руководитель партнерских программ нэикон амбассадор doaj амбассадор crossref регистрация на вебинар открыта http b vr mirapolis ru mira s hgkrtg рецензирование научных статей октября первая часть вебинара будет посвящена рецензированию произведений в российской научной периодике практике и перспективам на ней будут разобраны следующие темы status quo процессов экспертизы рукописей в отечественных научных журналах что такое научная экспертиза как это понятие интерпретируется в редакциях отечественных научных журналов современные практики – позитивные и негативные – научной экспертизы каким должно быть научное рецензирование в современном научном журнале к вопросу не о стандартах и регламентах а о научном здравом смысле перспективы развития рецензирования в рамках общего направления трансформации системы научной коммуникации открытая наука – открытый доступ – открытое рецензирование оптимизация процессов рецензирования как технологическая it задача в конце вебинара будет обсуждаться простой и важный вопрос возможно ли развитие института рецензирования в отечественной научной литературе и если да то каким видится это развитие… спикер павел геннадьевич арефьев руководитель отдела аналитики научной электронной библиотеки elibrary ru во второй части вебинара будет рассмотрен опыт работы с рецензентами редактора ведущего международного химического журнала старший редактор журнала chemistry – a european journal“ издательства wiley анна ляшенко расскажет о качествах которые делают кандидата подходящим рецензентом перечислит обязанности рецензента расскажет об основных принципах написания конструктивной рецензии и об этике рецензирования вы также узнаете о том как редактор принимает решение на основании двух противоположных рецензий действующий редактор международного журнала приведет примеры из своей восьмилетней практики спикер анна ляшенко старший редактор издательства wiley регистрация на вебинар открыта http b vr mirapolis ru mira s rhmbx вебинары проводятся при поддержке минобрнауки россии в рамках фцп «исследования и разработки по приоритетным направлениям развития научно технологического комплекса россии на – годы» гк «продолжение конкурсной поддержки программ развития научных журналов с целью их вхождения в международные наукометрические базы данных» приглашаем вас принять участие в международной научно практической конференции по итогам реализации проекта «поддержка программ развития научных журналов с целью их вхождения в международные наукометрические базы данных» конференция будет проводиться с по октября г в москве конгресс центр гостиничный комплекс “вега” мы приглашаем главных редакторов научных журналов директоров издательств представителей организаций – учредителей научных журналов руководителей издательских подразделений вузов и научных организаций подробная информация и возможность регистрации доступны на странице конференции https conf neicon ru index php science domestic schedconf overview издательские услуги нэикон нэикон оказывает научным журналам весь комплекс услуг по предпечатной подготовке печати и распространению научных журналов мы делаем верстку pdf и html техническое редактирование корректуру литературное редактирование отрисовку переводы печать рассылку отправку выпусков в ринц регистрацию doi и многое другое в портфеле издательства нэикон на настоящий момент журналов чтобы получить более подробную информацию об издательских услугах нэикон свяжитесь с максимом митрофановым mmi elpub ru copyright © нэикон все права защищены данное письмо не требует ответа по всем возникающим вопросам обращайтесь к контактному лицу указанному выше чтобы изменить настройки подписки воспользуйтесь одной из ссылок изменить настройки подписки https neicon us list manage com profile u cfbada id aaefafa e cc или отписаться от рассылки https neicon us list manage com unsubscribe u cfbada id aaefafa e cc c adeba ,осенние вебинары нэикон,
909,здравствуйте я хочу публиковать свою статью на вашем журнале в серии системный анализ и информационные технологии для специальности я оптравил вам статью для проверки жду ваш ответ спасибо вам огромное thank you image academy of cryptography techniques thang nguyen manh lecturer of information technology faculty chieumatxcova gmail com https htmlsig com signatures cv ,статья для проверки ,
913,письмо № от уведомление о профилактическом мероприятии юрий дмитриевич громов руководитель руководство управление роскомнадзора по воронежской области направляем вам документ подписанный электронной подписью федеральный закон российской федерации от апреля г № фз «об электронной подписи» обращаем ваше внимание что проверку достоверности письма подписанного электронной подписью можно осуществить на сайте «портал государственных услуг» перейдя по ссылке https www gosuslugi ru pgu eds выбрав для проверки сервис «эп — отсоединенная в формате pkcs » прикрепленные файлы документ pm notification docx электронная подпись pm notification docx sig итого файла данное сопроводительное письмо сформировано системой электронного документооборота роскомнадзора автоматически для формирования нового обращения в роскомнадзор перейдите по ссылке https rkn gov ru treatments ask question ,уведомление о профилактическом мероприятии,
910,уважаемая редакция мы не получили ответа касательно статуса рецензирования нашей статьи значения некоторых частотных характеристик англоязычных текстов просим проинформировать о состоянии процесса рассмотрения с уважением котов юрий алексеевич к ф м н доцент доцент кафедры защиты информации новосибирский государственный технический университет kotov corp nstu ru санина ольга валерьевна ответственный автор магистрант года кафедры вычислительной техники новосибирский государственный технический университет lyalysa gmail com , представление статьи,
912, открыть письмо в браузере https mailchi mp neicon ru qninkbhd e cc https neicon ru уважаемые коллеги приглашаем присоединиться к вебинару «знакомство с услугами и сервисами для авторов и издателей компании charlesworth» который состоится октября года компания charlesworth является европейским лидером в области услуг для авторов и издателей научной периодики основное направление деятельности – редактирование научных статей на английском языке специализации с которыми работает charlesworth медицинские науки науки о жизни технические науки гуманитарные социальные и экономические науки charlesworth отличает высокое качество работ с рукописями работают носители языка гарантированно имеющие опыт работы и научную степень в соответствующей предметной области работа с текстом включает не только внесение правок но и предложения по улучшению статьи для соответствия замечаниям редакторов и рецензентов выбранного автором журнала и региона публикации совместная работа автора и редактора позволяет подготовить максимально читаемый и понятный текст и убедиться что статья будет понятна иностранным редакторам и читателям компания выдает сертификат подтверждающий что статья была отредактирована специалистами charlesworth компания является членом cope подробная информация о сервисах charlresworth www cwauthors com https www cwauthors com эксклюзивный представитель в россии – нэикон вебинар проводит dr gareth dyke – руководитель направления обучения charlesworth на вебинаре будут подробно рассмотрены принципы и механизмы работы компании с авторами и издателями дата проведения вебинара октября года – время московское регистрация на вебинар открыта http b vr mirapolis ru mira s ktvaeq нэикон заключил партнерское соглашение с charlesworth консорциум нэикон заключил эксклюзивное партнерское соглашение с компанией charlesworth при заключении договора через нэикон стоимость всех услуг будет ниже на скачать в виде файл научные области с которыми работает charlesworth https www cwauthors com file download filesystem mainfilesystem path cms cauthor services subject areas a pdf вы всегда можете задать вопросы об использовании сервисов обращайтесь пожалуйста в дирекцию партнерских программ нэикон tel mmi elpub ru mailto mmi elpub ru издательские услуги нэикон нэикон оказывает научным журналам весь комплекс услуг по предпечатной подготовке печати и распространению научных журналов мы делаем верстку pdf и html техническое редактирование корректуру литературное редактирование отрисовку переводы печать рассылку отправку выпусков в ринц регистрацию doi и многое другое в портфеле издательства нэикон на настоящий момент журналов чтобы получить более подробную информацию об издательских услугах нэикон свяжитесь с максимом митрофановым mmi elpub ru copyright © нэикон все права защищены данное письмо не требует ответа по всем возникающим вопросам обращайтесь к контактному лицу указанному выше чтобы изменить настройки подписки воспользуйтесь одной из ссылок изменить настройки подписки https neicon us list manage com profile u cfbada id aaefafa e cc или отписаться от рассылки https neicon us list manage com unsubscribe u cfbada id aaefafa e cc c ffffba ,вебинар научное редактирование на английском с charlesworth для авторов и издателей,
